编号,名称,描述,法力,力道,身法,元气,生命,物攻,魔攻,物防,魔防,霸道,会心,卸力,化解,力道%,身法%,元气%
21708002,力士80级项链第2级强化属性,,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0
21708003,力士80级项链第3级强化属性,,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0
21708004,力士80级项链第4级强化属性,,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0
21708005,力士80级项链第5级强化属性,,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0
21708006,力士80级项链第6级强化属性,,0,0,0,0,1637,0,0,0,0,0,0,0,0,0,0,0
21708007,力士80级项链第7级强化属性,,0,0,0,0,1909,0,0,0,0,0,0,0,0,0,0,0
21708008,力士80级项链第8级强化属性,,0,0,0,0,2182,0,0,0,0,0,0,0,0,0,0,0
21708009,力士80级项链第9级强化属性,,0,0,0,0,2455,0,0,0,0,0,0,0,0,0,0,0
21708010,力士80级项链第10级强化属性,,0,0,0,0,2728,0,0,0,0,0,0,0,0,0,0,0
21708011,力士80级项链第11级强化属性,,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,0,0
21708012,力士80级项链第12级强化属性,,0,0,0,0,3274,0,0,0,0,0,0,0,0,0,0,0
21709001,力士90级项链第1级强化属性,,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0
21709002,力士90级项链第2级强化属性,,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0
21709003,力士90级项链第3级强化属性,,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0
21709004,力士90级项链第4级强化属性,,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0
21709005,力士90级项链第5级强化属性,,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0
21709006,力士90级项链第6级强化属性,,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0
21709007,力士90级项链第7级强化属性,,0,0,0,0,2215,0,0,0,0,0,0,0,0,0,0,0
21709008,力士90级项链第8级强化属性,,0,0,0,0,2532,0,0,0,0,0,0,0,0,0,0,0
21709009,力士90级项链第9级强化属性,,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0
21709010,力士90级项链第10级强化属性,,0,0,0,0,3165,0,0,0,0,0,0,0,0,0,0,0
21709011,力士90级项链第11级强化属性,,0,0,0,0,3481,0,0,0,0,0,0,0,0,0,0,0
21709012,力士90级项链第12级强化属性,,0,0,0,0,3798,0,0,0,0,0,0,0,0,0,0,0
21709013,力士90级项链第13级强化属性,,0,0,0,0,4115,0,0,0,0,0,0,0,0,0,0,0
21710001,力士100级项链第1级强化属性,,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0
21710002,力士100级项链第2级强化属性,,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0
21710003,力士100级项链第3级强化属性,,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0
21710004,力士100级项链第4级强化属性,,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,0
21710005,力士100级项链第5级强化属性,,0,0,0,0,1803,0,0,0,0,0,0,0,0,0,0,0
21710006,力士100级项链第6级强化属性,,0,0,0,0,2164,0,0,0,0,0,0,0,0,0,0,0
21710007,力士100级项链第7级强化属性,,0,0,0,0,2525,0,0,0,0,0,0,0,0,0,0,0
21710008,力士100级项链第8级强化属性,,0,0,0,0,2886,0,0,0,0,0,0,0,0,0,0,0
21710009,力士100级项链第9级强化属性,,0,0,0,0,3247,0,0,0,0,0,0,0,0,0,0,0
21710010,力士100级项链第10级强化属性,,0,0,0,0,3607,0,0,0,0,0,0,0,0,0,0,0
21710011,力士100级项链第11级强化属性,,0,0,0,0,3968,0,0,0,0,0,0,0,0,0,0,0
21710012,力士100级项链第12级强化属性,,0,0,0,0,4329,0,0,0,0,0,0,0,0,0,0,0
21710013,力士100级项链第13级强化属性,,0,0,0,0,4690,0,0,0,0,0,0,0,0,0,0,0
21710014,力士100级项链第14级强化属性,,0,0,0,0,5051,0,0,0,0,0,0,0,0,0,0,0
21801001,力士10级戒指第1级强化属性,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
21801002,力士10级戒指第2级强化属性,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
21801003,力士10级戒指第3级强化属性,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
21801004,力士10级戒指第4级强化属性,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
21801005,力士10级戒指第5级强化属性,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
21802001,力士20级戒指第1级强化属性,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
21802002,力士20级戒指第2级强化属性,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
21802003,力士20级戒指第3级强化属性,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
21802004,力士20级戒指第4级强化属性,,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
21802005,力士20级戒指第5级强化属性,,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
21802006,力士20级戒指第6级强化属性,,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
21803001,力士30级戒指第1级强化属性,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
21803002,力士30级戒指第2级强化属性,,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
21803003,力士30级戒指第3级强化属性,,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
21803004,力士30级戒指第4级强化属性,,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
21803005,力士30级戒指第5级强化属性,,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
21803006,力士30级戒指第6级强化属性,,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
21803007,力士30级戒指第7级强化属性,,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
21804001,力士40级戒指第1级强化属性,,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
21804002,力士40级戒指第2级强化属性,,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
21804003,力士40级戒指第3级强化属性,,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
21804004,力士40级戒指第4级强化属性,,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
21804005,力士40级戒指第5级强化属性,,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
21804006,力士40级戒指第6级强化属性,,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
21804007,力士40级戒指第7级强化属性,,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
21804008,力士40级戒指第8级强化属性,,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0
21805001,力士50级戒指第1级强化属性,,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
21805002,力士50级戒指第2级强化属性,,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
21805003,力士50级戒指第3级强化属性,,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
21805004,力士50级戒指第4级强化属性,,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
21805005,力士50级戒指第5级强化属性,,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
21805006,力士50级戒指第6级强化属性,,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0
21805007,力士50级戒指第7级强化属性,,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0
21805008,力士50级戒指第8级强化属性,,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
21805009,力士50级戒指第9级强化属性,,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
21806001,力士60级戒指第1级强化属性,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
21806002,力士60级戒指第2级强化属性,,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
21806003,力士60级戒指第3级强化属性,,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
21806004,力士60级戒指第4级强化属性,,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
21806005,力士60级戒指第5级强化属性,,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0
21806006,力士60级戒指第6级强化属性,,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0
21806007,力士60级戒指第7级强化属性,,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0
21806008,力士60级戒指第8级强化属性,,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0
21806009,力士60级戒指第9级强化属性,,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0
21806010,力士60级戒指第10级强化属性,,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
21807001,力士70级戒指第1级强化属性,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
21807002,力士70级戒指第2级强化属性,,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
21807003,力士70级戒指第3级强化属性,,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
21807004,力士70级戒指第4级强化属性,,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0
21807005,力士70级戒指第5级强化属性,,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0
21807006,力士70级戒指第6级强化属性,,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0
21807007,力士70级戒指第7级强化属性,,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0
21807008,力士70级戒指第8级强化属性,,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0
21807009,力士70级戒指第9级强化属性,,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0
21807010,力士70级戒指第10级强化属性,,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0
21807011,力士70级戒指第11级强化属性,,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0
21808001,力士80级戒指第1级强化属性,,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
21808002,力士80级戒指第2级强化属性,,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
21808003,力士80级戒指第3级强化属性,,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
21808004,力士80级戒指第4级强化属性,,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0
21808005,力士80级戒指第5级强化属性,,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0
21808006,力士80级戒指第6级强化属性,,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0
21808007,力士80级戒指第7级强化属性,,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0
21808008,力士80级戒指第8级强化属性,,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0
21808009,力士80级戒指第9级强化属性,,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0
21808010,力士80级戒指第10级强化属性,,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0
21808011,力士80级戒指第11级强化属性,,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0
21808012,力士80级戒指第12级强化属性,,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0
21809001,力士90级戒指第1级强化属性,,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
21809002,力士90级戒指第2级强化属性,,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
21809003,力士90级戒指第3级强化属性,,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
21809004,力士90级戒指第4级强化属性,,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0
21809005,力士90级戒指第5级强化属性,,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0
21809006,力士90级戒指第6级强化属性,,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0
21809007,力士90级戒指第7级强化属性,,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0
21809008,力士90级戒指第8级强化属性,,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0
21809009,力士90级戒指第9级强化属性,,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0
21809010,力士90级戒指第10级强化属性,,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0
21809011,力士90级戒指第11级强化属性,,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0
21809012,力士90级戒指第12级强化属性,,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0
21809013,力士90级戒指第13级强化属性,,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0
21810001,力士100级戒指第1级强化属性,,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
21810002,力士100级戒指第2级强化属性,,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
21810003,力士100级戒指第3级强化属性,,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0
21810004,力士100级戒指第4级强化属性,,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0
21810005,力士100级戒指第5级强化属性,,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0
21810006,力士100级戒指第6级强化属性,,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0
21810007,力士100级戒指第7级强化属性,,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0
21810008,力士100级戒指第8级强化属性,,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0
21810009,力士100级戒指第9级强化属性,,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0
21810010,力士100级戒指第10级强化属性,,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0
21810011,力士100级戒指第11级强化属性,,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0
21810012,力士100级戒指第12级强化属性,,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0
21810013,力士100级戒指第13级强化属性,,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0
21810014,力士100级戒指第14级强化属性,,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0
22101001,修罗10级武器第1级强化属性,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
22101002,修罗10级武器第2级强化属性,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
22101003,修罗10级武器第3级强化属性,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
22101004,修罗10级武器第4级强化属性,,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
22101005,修罗10级武器第5级强化属性,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
22102001,修罗20级武器第1级强化属性,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
22102002,修罗20级武器第2级强化属性,,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
22102003,修罗20级武器第3级强化属性,,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
22102004,修罗20级武器第4级强化属性,,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
22102005,修罗20级武器第5级强化属性,,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
22102006,修罗20级武器第6级强化属性,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
22103001,修罗30级武器第1级强化属性,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
22103002,修罗30级武器第2级强化属性,,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
22103003,修罗30级武器第3级强化属性,,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
22103004,修罗30级武器第4级强化属性,,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
22103005,修罗30级武器第5级强化属性,,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
22103006,修罗30级武器第6级强化属性,,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
22103007,修罗30级武器第7级强化属性,,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
22104001,修罗40级武器第1级强化属性,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
22104002,修罗40级武器第2级强化属性,,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
22104003,修罗40级武器第3级强化属性,,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
22104004,修罗40级武器第4级强化属性,,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
22104005,修罗40级武器第5级强化属性,,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0
22104006,修罗40级武器第6级强化属性,,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0
22104007,修罗40级武器第7级强化属性,,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0
22104008,修罗40级武器第8级强化属性,,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0
22105001,修罗50级武器第1级强化属性,,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
22105002,修罗50级武器第2级强化属性,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
22105003,修罗50级武器第3级强化属性,,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
22105004,修罗50级武器第4级强化属性,,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0
22105005,修罗50级武器第5级强化属性,,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0
22105006,修罗50级武器第6级强化属性,,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0
22105007,修罗50级武器第7级强化属性,,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0
22105008,修罗50级武器第8级强化属性,,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0
22105009,修罗50级武器第9级强化属性,,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0
22106001,修罗60级武器第1级强化属性,,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
22106002,修罗60级武器第2级强化属性,,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
22106003,修罗60级武器第3级强化属性,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
22106004,修罗60级武器第4级强化属性,,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0
22106005,修罗60级武器第5级强化属性,,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
22106006,修罗60级武器第6级强化属性,,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0
22106007,修罗60级武器第7级强化属性,,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0
22106008,修罗60级武器第8级强化属性,,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0
22106009,修罗60级武器第9级强化属性,,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0
22106010,修罗60级武器第10级强化属性,,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0
22107001,修罗70级武器第1级强化属性,,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
22107002,修罗70级武器第2级强化属性,,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
22107003,修罗70级武器第3级强化属性,,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0
22107004,修罗70级武器第4级强化属性,,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0
22107005,修罗70级武器第5级强化属性,,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0
22107006,修罗70级武器第6级强化属性,,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0
22107007,修罗70级武器第7级强化属性,,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0
22107008,修罗70级武器第8级强化属性,,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0
22107009,修罗70级武器第9级强化属性,,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0
22107010,修罗70级武器第10级强化属性,,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0
22107011,修罗70级武器第11级强化属性,,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0
22108001,修罗80级武器第1级强化属性,,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
22108002,修罗80级武器第2级强化属性,,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
22108003,修罗80级武器第3级强化属性,,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
22108004,修罗80级武器第4级强化属性,,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0
22108005,修罗80级武器第5级强化属性,,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0
22108006,修罗80级武器第6级强化属性,,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0
22108007,修罗80级武器第7级强化属性,,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0
22108008,修罗80级武器第8级强化属性,,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0
22108009,修罗80级武器第9级强化属性,,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0
22108010,修罗80级武器第10级强化属性,,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0
22108011,修罗80级武器第11级强化属性,,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0
22108012,修罗80级武器第12级强化属性,,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0
22109001,修罗90级武器第1级强化属性,,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
22109002,修罗90级武器第2级强化属性,,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
22109003,修罗90级武器第3级强化属性,,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0
22109004,修罗90级武器第4级强化属性,,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0
22109005,修罗90级武器第5级强化属性,,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0
22109006,修罗90级武器第6级强化属性,,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0
22109007,修罗90级武器第7级强化属性,,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0
22109008,修罗90级武器第8级强化属性,,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0
22109009,修罗90级武器第9级强化属性,,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0
22109010,修罗90级武器第10级强化属性,,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0
22109011,修罗90级武器第11级强化属性,,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0
22109012,修罗90级武器第12级强化属性,,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0
22109013,修罗90级武器第13级强化属性,,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0
22110001,修罗100级武器第1级强化属性,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
22110002,修罗100级武器第2级强化属性,,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0
22110003,修罗100级武器第3级强化属性,,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0
22110004,修罗100级武器第4级强化属性,,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0
22110005,修罗100级武器第5级强化属性,,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0
22110006,修罗100级武器第6级强化属性,,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0
22110007,修罗100级武器第7级强化属性,,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0
22110008,修罗100级武器第8级强化属性,,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0
22110009,修罗100级武器第9级强化属性,,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0
22110010,修罗100级武器第10级强化属性,,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0
22110011,修罗100级武器第11级强化属性,,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0
22110012,修罗100级武器第12级强化属性,,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0
22110013,修罗100级武器第13级强化属性,,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0
22110014,修罗100级武器第14级强化属性,,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0
22201001,修罗10级头盔第1级强化属性,,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
22201002,修罗10级头盔第2级强化属性,,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
22201003,修罗10级头盔第3级强化属性,,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
22201004,修罗10级头盔第4级强化属性,,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
22201005,修罗10级头盔第5级强化属性,,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
22202001,修罗20级头盔第1级强化属性,,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
22202002,修罗20级头盔第2级强化属性,,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
22202003,修罗20级头盔第3级强化属性,,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0
22202004,修罗20级头盔第4级强化属性,,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0
22202005,修罗20级头盔第5级强化属性,,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0
22202006,修罗20级头盔第6级强化属性,,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0
22203001,修罗30级头盔第1级强化属性,,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
22203002,修罗30级头盔第2级强化属性,,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0
22203003,修罗30级头盔第3级强化属性,,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0
22203004,修罗30级头盔第4级强化属性,,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0
22203005,修罗30级头盔第5级强化属性,,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0
22203006,修罗30级头盔第6级强化属性,,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0
22203007,修罗30级头盔第7级强化属性,,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0
22204001,修罗40级头盔第1级强化属性,,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0
22204002,修罗40级头盔第2级强化属性,,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0
22204003,修罗40级头盔第3级强化属性,,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
22204004,修罗40级头盔第4级强化属性,,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0
22204005,修罗40级头盔第5级强化属性,,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0
22204006,修罗40级头盔第6级强化属性,,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0
22204007,修罗40级头盔第7级强化属性,,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0
22204008,修罗40级头盔第8级强化属性,,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0
22205001,修罗50级头盔第1级强化属性,,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0
22205002,修罗50级头盔第2级强化属性,,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0
22205003,修罗50级头盔第3级强化属性,,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0
22205004,修罗50级头盔第4级强化属性,,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0
22205005,修罗50级头盔第5级强化属性,,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0
22205006,修罗50级头盔第6级强化属性,,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0
22205007,修罗50级头盔第7级强化属性,,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0
22205008,修罗50级头盔第8级强化属性,,0,0,0,0,1329,0,0,0,0,0,0,0,0,0,0,0
22205009,修罗50级头盔第9级强化属性,,0,0,0,0,1496,0,0,0,0,0,0,0,0,0,0,0
22206001,修罗60级头盔第1级强化属性,,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0
22206002,修罗60级头盔第2级强化属性,,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0
22206003,修罗60级头盔第3级强化属性,,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0
22206004,修罗60级头盔第4级强化属性,,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0
